Accession Number,Is Public Domain,Object ID,Department,Accession Year,Object Name,Title,Culture,Period,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,County,Country,Region,Classification,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,,,,,,,,,,,,,,,,
1973.167,TRUE,6798,The American Wing,1973,Punch bowl,Punch Bowl,"Chinese, for American market",,,,,,,,,,,,,,,1785–1800,1785,1800,Porcelain,H. 5 13/16 in. (14.8 cm); Diam. 14 in. (35.6 cm),"Bequest of Elizabeth V. Loudon and Gift of Dana S. Lamb, John C. Dreier, Theodore Dreier, Mrs. Garrett R. Stearly and Mrs. Peter V. D. Voorhees, 1973",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/6798,https://www.wikidata.org/wiki/Q116356701,,"Metropolitan Museum of Art, New York, NY",Factories,http://vocab.getty.edu/page/aat/300006232,https://www.wikidata.org/wiki/Q83405,,,,,,,,,,,,,,,,
34.84,TRUE,7219,The American Wing,1934,Saucer,Saucer,Chinese,,,,,,,,,,,,,,,ca. 1820,1817,1820,Porcelain,Diam. 5 1/2 in. (14 cm),"Rogers Fund, 1934",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7219,https://www.wikidata.org/wiki/Q116344638,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
35.25.5,TRUE,7229,The American Wing,1935,Saucer,Saucer,Chinese,,,,,,,,,,,,,,,1770–1800,1770,1800,Porcelain,Diam. 5 3/4 in. (14.6 cm),"Gift of Mrs. Edward S. Harkness, 1935",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7229,https://www.wikidata.org/wiki/Q116343907,,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
42.149.6,TRUE,7231,The American Wing,1942,Saucer,Saucer,Chinese,,,,,,,,,,,,,,,1770–1830,1770,1830,Porcelain,Diam. 5 1/2 in. (14 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7231,https://www.wikidata.org/wiki/Q116343707,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
1977.216.2,TRUE,7239,The American Wing,1977,Saucer,Saucer,"Chinese, for American market",,,,,,,,,,,,,,,1825–50,1825,1850,Porcelain,Diam. 5 3/4 in. (14.6 cm),"Bequest of R. Thornton Wilson, in memory of his wife, Florence Ellsworth Wilson, 1977",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7239,https://www.wikidata.org/wiki/Q116370932,,"Metropolitan Museum of Art, New York, NY",Men|Eagles,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
38.165.47,TRUE,7251,The American Wing,1938,Saucer,Saucer,Chinese,,,,,,,,,,,,,,,1785–1805,1785,1805,Porcelain,Diam. 5 1/2 in. (14 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7251,https://www.wikidata.org/wiki/Q116370901,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
38.165.48,TRUE,7252,The American Wing,1938,Saucer,Saucer,Chinese,,,,,,,,,,,,,,,1785–1805,1785,1805,Porcelain,Diam. 5 1/2 in. (14 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7252,https://www.wikidata.org/wiki/Q116343411,,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
60.111.178,TRUE,7261,The American Wing,1960,Saucer,Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 5 5/8 in. (14.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7261,https://www.wikidata.org/wiki/Q116343368,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Butterflies,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300417320,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q11946202,,,,,,,,,,,,,,,,
60.111.183,TRUE,7266,The American Wing,1960,Saucer,Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 5 5/8 in. (14.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7266,https://www.wikidata.org/wiki/Q116343354,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Butterflies,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300417320,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q11946202,,,,,,,,,,,,,,,,
60.111.191,TRUE,7305,The American Wing,1960,Saucer,Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 5 1/8 in. (13 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7305,https://www.wikidata.org/wiki/Q116343039,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Insects,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300310470,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q1390,,,,,,,,,,,,,,,,
60.111.218,TRUE,7310,The American Wing,1960,Saucer,Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 4 1/4 in. (10.8 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7310,https://www.wikidata.org/wiki/Q116370705,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
60.111.165,TRUE,7311,The American Wing,1960,Saucer,Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 5 1/2 in. (14 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7311,https://www.wikidata.org/wiki/Q116343035,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers|Butterflies,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300417320,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q11946202,,,,,,,,,,,,,,,,
60.111.98,TRUE,7625,The American Wing,1960,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7625,https://www.wikidata.org/wiki/Q116336658,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
48.172.6,TRUE,7657,The American Wing,1948,Soup dish,Soup Dish,Chinese,,,,,,,,,,,,,,,1770–1830,1770,1830,Porcelain,7 7/8 in. Diam. (20.0 cm Diam.),"Gift of Charles K. Davis, 1948",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7657,https://www.wikidata.org/wiki/Q116336098,,"Metropolitan Museum of Art, New York, NY",Birds|Women,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q467,,,,,,,,,,,,,,,,
54.87.7,TRUE,7689,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 5/8 in. (24.4 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7689,https://www.wikidata.org/wiki/Q116335210,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.8,TRUE,7690,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7690,https://www.wikidata.org/wiki/Q116335200,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.9,TRUE,7691,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7691,https://www.wikidata.org/wiki/Q116335150,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.10,TRUE,7692,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7692,https://www.wikidata.org/wiki/Q116335074,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.12,TRUE,7694,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7694,https://www.wikidata.org/wiki/Q116335062,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.13,TRUE,7695,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7695,https://www.wikidata.org/wiki/Q116335038,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.14,TRUE,7696,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 5/8 in. (24.4 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7696,https://www.wikidata.org/wiki/Q116334665,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.15,TRUE,7697,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 5/8 in. (24.4 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7697,https://www.wikidata.org/wiki/Q116334968,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.16,TRUE,7698,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7698,https://www.wikidata.org/wiki/Q116334922,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.17,TRUE,7699,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 11/16 in. (24.6 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7699,https://www.wikidata.org/wiki/Q116334794,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
54.87.18,TRUE,7700,The American Wing,1954,Soup plate,Soup Plate,Chinese,,,,,,,,,,,,,,,1800–1830,1800,1830,Porcelain,Diam. 9 3/4 in. (24.8 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7700,https://www.wikidata.org/wiki/Q116334815,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
"67.109a, b",TRUE,7703,The American Wing,1967,Tureen,Soup Tureen,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1865,1860,1870,Silver,10 x 16 3/4 x 10 1/16 in. (25.4 x 42.5 x 25.6 cm),"Purchase, Robert G. Goelet Gift, 1967",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7703,https://www.wikidata.org/wiki/Q116392818,,"Metropolitan Museum of Art, New York, NY",Battles|Horses,http://vocab.getty.edu/page/aat/300185692|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q178561|https://www.wikidata.org/wiki/Q726,,,,,,,,,,,,,,,,
"35.25.2a, b",TRUE,7941,The American Wing,1935,Sugar bowl,Sugar Bowl,"Chinese, for American market",,,,,,,,,,,,,,,1770–1800,1770,1800,Porcelain,H. 6 in. (15.2 cm),"Gift of Mrs. Edward S. Harkness, 1935",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/7941,https://www.wikidata.org/wiki/Q116344399,,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
46.67.115,TRUE,8099,The American Wing,1946,Nesting table,Nesting Table,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1820,1817,1820,Lacquered wood,27 3/4 x 19 1/4 x 12 in. (70.5 x 48.9 x 30.5 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8099,https://www.wikidata.org/wiki/Q116340886,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
46.67.116,TRUE,8100,The American Wing,1946,Nesting table,Nesting Table,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1820,1817,1820,Lacquered wood,26 1/2 x 14 1/4 x 10 5/8 in. (67.3 x 36.2 x 27 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8100,https://www.wikidata.org/wiki/Q116340877,,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,
12.48.4,TRUE,8256,The American Wing,1912,Tea caddy,Tea Caddy,Chinese,,,,,,,,,,,,,,,1775–1800,1775,1800,Porcelain,5 3/4 x 3 1/4 in. (14.6 x 8.3 cm),"Rogers Fund, 1912",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8256,https://www.wikidata.org/wiki/Q116330925,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"54.87.32a, b",TRUE,8259,The American Wing,1954,Tea caddy,Tea Caddy,Chinese,,,,,,,,,,,,,,,1770–1830,1770,1830,Porcelain,H. 5 3/8 in. (13.7 cm),"Gift of Mrs. W. Murray Crane, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8259,,,"Metropolitan Museum of Art, New York, NY",Birds|Coat of Arms,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"38.165.44a, b",TRUE,8265,The American Wing,1938,Tea caddy,Tea Caddy,Chinese,,,,,,,,,,,,,,,ca. 1790–1800,1787,1800,Porcelain,5 3/8 x 3 1/8 in. (13.7 x 7.9 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8265,https://www.wikidata.org/wiki/Q116330709,,"Metropolitan Museum of Art, New York, NY",Coat of Arms,http://vocab.getty.edu/page/aat/300126352,https://www.wikidata.org/wiki/Q14659,,,,,,,,,,,,,,,,
"42.149.37a, b",TRUE,8266,The American Wing,1942,Tea caddy,Tea Caddy,Chinese,,,,,,,,,,,,,,,1800–1815,1800,1815,Porcelain,H. 5 3/4 in. (14.6 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8266,https://www.wikidata.org/wiki/Q116330694,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
"60.111.135, .150",TRUE,8299,The American Wing,1960,Teacup and saucer,Teacup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,"Cup: H. 2 1/8 in. (5.4 cm); Diam. 3 3/4 in. (9.5 cm)
Saucer: Diam. 5 1/2 in. (14 cm)","Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8299,,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
"60.111.148, .163",TRUE,8312,The American Wing,1960,Teacup and saucer,Teacup and Saucer,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,"Cup: H. 2 1/8 in. (5.4 cm); Diam. 3 3/4 in. (9.5 cm)
Saucer: Diam. 5 1/2 in. (14 cm)","Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8312,https://www.wikidata.org/wiki/Q116350511,,"Metropolitan Museum of Art, New York, NY",Birds|Flowers,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q506,,,,,,,,,,,,,,,,
"41.43.1a, b",TRUE,8340,The American Wing,1941,Teapot,Teapot,Chinese,,,,,,,,,,,,,,,1770–1800,1770,1800,Porcelain,H. 6 in. (15.2 cm),"Rogers Fund, 1941",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8340,https://www.wikidata.org/wiki/Q116349476,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
"42.149.1a, b",TRUE,8342,The American Wing,1942,Teapot,Teapot,Chinese,,,,,,,,,,,,,,,1770–1830,1770,1830,Porcelain,H. 6 in. (15.2 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8342,https://www.wikidata.org/wiki/Q116349407,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
"42.149.2a, b",TRUE,8343,The American Wing,1942,Teapot,Teapot,Chinese,,,,,,,,,,,,,,,1770–1830,1770,1830,Porcelain,H. 5 3/4 in. (14.6 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8343,https://www.wikidata.org/wiki/Q116349363,,"Metropolitan Museum of Art, New York, NY",Birds,http://vocab.getty.edu/page/aat/300266506,https://www.wikidata.org/wiki/Q5113,,,,,,,,,,,,,,,,
"38.165.43a, b",TRUE,8408,The American Wing,1938,Teapot,Teapot,Chinese,,,,,,,,,,,,,,,1785–1805,1785,1805,Porcelain,H. 4 3/4 in. (12.1 cm),"Harris Brisbane Dick Fund, 1938",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8408,https://www.wikidata.org/wiki/Q116343401,,"Metropolitan Museum of Art, New York, NY",Coat of Arms|Eagles,http://vocab.getty.edu/page/aat/300126352|http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q14659|https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
"42.149.33a, b",TRUE,8410,The American Wing,1942,Teapot,Teapot,Chinese,,,,,,,,,,,,,,,1800–1815,1800,1815,Porcelain,H. 5 1/2 in. (14 cm),"Gift of Mrs. J. Insley Blair, 1942",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8410,https://www.wikidata.org/wiki/Q116343213,,"Metropolitan Museum of Art, New York, NY",Eagles,http://vocab.getty.edu/page/aat/300250049,https://www.wikidata.org/wiki/Q2092297,,,,,,,,,,,,,,,,
"34.74a, b",TRUE,8681,The American Wing,1934,Toddy jug,Toddy Jug,"Chinese, for American market",,,,,,,,,,,,,,,1800–1820,1800,1820,Porcelain,H. 10 in. (25.4 cm),"Harris Brisbane Dick Fund, 1934",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8681,https://www.wikidata.org/wiki/Q116340613,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|George Washington,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/ulan/500126198,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q23,,,,,,,,,,,,,,,,
46.67.72,TRUE,8775,The American Wing,1946,Tray,Tray,Chinese,,,,,,,,,,,,,,,ca. 1800,1797,1800,"Lacquer, wood",1 1/8 x 10 1/4 x 3 7/8 in. (2.9 x 26 x 9.8 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8775,https://www.wikidata.org/wiki/Q116392917,,"Metropolitan Museum of Art, New York, NY",Cornucopia,http://vocab.getty.edu/page/aat/300303413,https://www.wikidata.org/wiki/Q332682,,,,,,,,,,,,,,,,
60.111.52,TRUE,8800,The American Wing,1960,Tray,Tray,"Chinese, for American market",,,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,6 11/16 x 8 3/8 in. (17 x 21.3 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/8800,https://www.wikidata.org/wiki/Q116337326,,"Metropolitan Museum of Art, New York, NY",Birds|Butterflies|Flowers|Leaves,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300132399|http://vocab.getty.edu/page/aat/300011892,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q506|https://www.wikidata.org/wiki/Q33971,,,,,,,,,,,,,,,,
30.49.1,TRUE,9209,The American Wing,1930,Vase,Vase,Chinese,,,,,,,,,,,,,,,ca. 1800,1797,1800,Porcelain,H. 11 1/16 in. (28.1 cm); Diam. 5 15/16 in. (15.1 cm),"Gift of Mrs. W. R. Moore, in memory of Nana Louise Moore, 1930",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/9209,https://www.wikidata.org/wiki/Q116330373,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
"55.111.18a, b",TRUE,9306,The American Wing,1955,Vase,Vase,Chinese,,,,,,,,,,,,,,,1700–1800,1700,1800,"Porcelain, teak",H. 13 1/8 in. (33.3 cm),"Bequest of Helen W. D. Mileham, 1954",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/9306,https://www.wikidata.org/wiki/Q116345799,,"Metropolitan Museum of Art, New York, NY",Animals|Trees,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300132410,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q10884,,,,,,,,,,,,,,,,
30.49.2,TRUE,9582,The American Wing,1930,Vase,Covered Vase,Chinese,,,,,,,,,,,,,,,ca. 1800,1797,1800,Porcelain,H. 13 in. (33 cm),"Gift of Mrs. W. R. Moore, in memory of Nana Louise Moore, 1930",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/9582,https://www.wikidata.org/wiki/Q116339889,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
30.49.3,TRUE,9583,The American Wing,1930,Vase,Covered Vase,Chinese,,,,,,,,,,,,,,,ca. 1800,1797,1800,Porcelain,H. 13 in. (33 cm),"Gift of Mrs. W. R. Moore, in memory of Nana Louise Moore, 1930",Made in,,,China,,,http://www.metmuseum.org/art/collection/search/9583,https://www.wikidata.org/wiki/Q116250596,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163,,,,,,,,,,,,,,,,
